	-50000.0000	-25000.0000	-10000.0000	-5000.0000	-2500.0000	0.0000	2500.0000	5000.0000	7500.0000	10000.0000	12500.0000	15000.0000	17500.0000	20000.0000	22500.0000	25000.0000	27500.0000	30000.0000	32500.0000	35000.0000	37500.0000	40000.0000	42500.0000	45000.0000	47500.0000	50000.0000	52500.0000	55000.0000	57500.0000	60000.0000	62500.0000	65000.0000	100000.0000	200000.0000	400000.0000	500000.0000	800000.0000	1000000.0000	1500000.0000	2000000.0000
-50000.0000	2.3801	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168
-25000.0000	1.6168	2.3801	1.6172	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168
-10000.0000	1.6168	1.6172	2.3801	1.6790	1.6345	1.6218	1.6182	1.6172	1.6169	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168
-5000.0000	1.6168	1.6168	1.6790	2.3801	1.8348	1.6790	1.6345	1.6218	1.6182	1.6172	1.6169	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168
-2500.0000	1.6168	1.6168	1.6345	1.8348	2.3801	1.8348	1.6790	1.6345	1.6218	1.6182	1.6172	1.6169	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168
0.0000	1.6168	1.6168	1.6218	1.6790	1.8348	2.3801	1.8348	1.6790	1.6345	1.6218	1.6182	1.6172	1.6169	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168
2500.0000	1.6168	1.6168	1.6182	1.6345	1.6790	1.8348	2.3801	1.8348	1.6790	1.6345	1.6218	1.6182	1.6172	1.6169	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168
5000.0000	1.6168	1.6168	1.6172	1.6218	1.6345	1.6790	1.8348	2.3801	1.8348	1.6790	1.6345	1.6218	1.6182	1.6172	1.6169	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168
7500.0000	1.6168	1.6168	1.6169	1.6182	1.6218	1.6345	1.6790	1.8348	2.3801	1.8348	1.6790	1.6345	1.6218	1.6182	1.6172	1.6169	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168
10000.0000	1.6168	1.6168	1.6168	1.6172	1.6182	1.6218	1.6345	1.6790	1.8348	2.3801	1.8348	1.6790	1.6345	1.6218	1.6182	1.6172	1.6169	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168
12500.0000	1.6168	1.6168	1.6168	1.6169	1.6172	1.6182	1.6218	1.6345	1.6790	1.8348	2.3801	1.8348	1.6790	1.6345	1.6218	1.6182	1.6172	1.6169	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168
15000.0000	1.6168	1.6168	1.6168	1.6168	1.6169	1.6172	1.6182	1.6218	1.6345	1.6790	1.8348	2.3801	1.8348	1.6790	1.6345	1.6218	1.6182	1.6172	1.6169	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168
17500.0000	1.6168	1.6168	1.6168	1.6168	1.6168	1.6169	1.6172	1.6182	1.6218	1.6345	1.6790	1.8348	2.3801	1.8348	1.6790	1.6345	1.6218	1.6182	1.6172	1.6169	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168
20000.0000	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6169	1.6172	1.6182	1.6218	1.6345	1.6790	1.8348	2.3801	1.8348	1.6790	1.6345	1.6218	1.6182	1.6172	1.6169	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168
22500.0000	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6169	1.6172	1.6182	1.6218	1.6345	1.6790	1.8348	2.3801	1.8348	1.6790	1.6345	1.6218	1.6182	1.6172	1.6169	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168
25000.0000	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6169	1.6172	1.6182	1.6218	1.6345	1.6790	1.8348	2.3801	1.8348	1.6790	1.6345	1.6218	1.6182	1.6172	1.6169	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168
27500.0000	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6169	1.6172	1.6182	1.6218	1.6345	1.6790	1.8348	2.3801	1.8348	1.6790	1.6345	1.6218	1.6182	1.6172	1.6169	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168
30000.0000	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6169	1.6172	1.6182	1.6218	1.6345	1.6790	1.8348	2.3801	1.8348	1.6790	1.6345	1.6218	1.6182	1.6172	1.6169	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168
32500.0000	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6169	1.6172	1.6182	1.6218	1.6345	1.6790	1.8348	2.3801	1.8348	1.6790	1.6345	1.6218	1.6182	1.6172	1.6169	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168
35000.0000	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6169	1.6172	1.6182	1.6218	1.6345	1.6790	1.8348	2.3801	1.8348	1.6790	1.6345	1.6218	1.6182	1.6172	1.6169	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168
37500.0000	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6169	1.6172	1.6182	1.6218	1.6345	1.6790	1.8348	2.3801	1.8348	1.6790	1.6345	1.6218	1.6182	1.6172	1.6169	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168
40000.0000	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6169	1.6172	1.6182	1.6218	1.6345	1.6790	1.8348	2.3801	1.8348	1.6790	1.6345	1.6218	1.6182	1.6172	1.6169	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168
42500.0000	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6169	1.6172	1.6182	1.6218	1.6345	1.6790	1.8348	2.3801	1.8348	1.6790	1.6345	1.6218	1.6182	1.6172	1.6169	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168
45000.0000	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6169	1.6172	1.6182	1.6218	1.6345	1.6790	1.8348	2.3801	1.8348	1.6790	1.6345	1.6218	1.6182	1.6172	1.6169	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168
47500.0000	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6169	1.6172	1.6182	1.6218	1.6345	1.6790	1.8348	2.3801	1.8348	1.6790	1.6345	1.6218	1.6182	1.6172	1.6169	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168
50000.0000	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6169	1.6172	1.6182	1.6218	1.6345	1.6790	1.8348	2.3801	1.8348	1.6790	1.6345	1.6218	1.6182	1.6172	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168
52500.0000	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6169	1.6172	1.6182	1.6218	1.6345	1.6790	1.8348	2.3801	1.8348	1.6790	1.6345	1.6218	1.6182	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168
55000.0000	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6169	1.6172	1.6182	1.6218	1.6345	1.6790	1.8348	2.3801	1.8348	1.6790	1.6345	1.6218	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168
57500.0000	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6169	1.6172	1.6182	1.6218	1.6345	1.6790	1.8348	2.3801	1.8348	1.6790	1.6345	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168
60000.0000	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6169	1.6172	1.6182	1.6218	1.6345	1.6790	1.8348	2.3801	1.8348	1.6790	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168
62500.0000	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6169	1.6172	1.6182	1.6218	1.6345	1.6790	1.8348	2.3801	1.8348	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168
65000.0000	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6169	1.6172	1.6182	1.6218	1.6345	1.6790	1.8348	2.3801	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168
100000.0000	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	2.3801	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168
200000.0000	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	2.3801	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168
400000.0000	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	2.3801	1.6168	1.6168	1.6168	1.6168	1.6168
500000.0000	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	2.3801	1.6168	1.6168	1.6168	1.6168
800000.0000	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	2.3801	1.6168	1.6168	1.6168
1000000.0000	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	2.3801	1.6168	1.6168
1500000.0000	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	2.3801	1.6168
2000000.0000	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	1.6168	2.3801
